draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
131,220.9,-59.7,5.2,16.0,20.0,13.8,17.2,N-S,18.5,36.1,14.5,16.7,188.4,16.9,64.6,12.5,20.7,0,,0,20.16,2.93
132,223.0,-58.6,5.41,20.0,16.0,11.0,15.7,N-S,21.7,38.1,14.5,16.8,186.6,19.4,62.3,12.4,21.1,0,,0,20.39,4.66
133,222.6,-58.4,5.29,16.0,20.0,11.8,16.3,E-W,21.5,40.7,14.4,16.8,184.4,16.8,77.9,12.6,18.6,0,,0,18.75,2.48
134,222.5,-59.7,5.52,16.0,20.0,9.6,14.2,N-S,18.1,38.5,14.1,17.8,188.9,17.4,74.0,12.5,18.1,0,,0,18.98,4.75
135,222.4,-57.9,5.61,16.0,20.0,15.0,18.1,N-S,19.4,39.1,14.3,16.8,189.3,19.0,67.6,12.5,21.4,0,,0,18.75,0.63
136,218.9,-58.9,5.44,20.0,16.0,15.8,18.8,E-W,19.2,40.6,13.0,17.4,188.4,19.3,70.6,12.9,18.2,0,,1,17.34,-1.5
137,218.7,-58.8,5.12,20.0,16.0,11.5,15.9,E-W,20.9,37.4,14.3,16.7,184.4,16.6,69.9,12.6,19.2,0,,0,20.16,4.28
138,223.7,-60.0,5.72,20.0,16.0,15.1,19.9,E-W,17.0,38.9,12.5,17.7,186.1,16.9,66.9,12.4,18.0,0,,1,19.69,-0.24
139,221.3,-59.8,5.41,16.0,20.0,10.0,14.2,E-W,21.4,38.2,14.3,17.3,188.8,19.0,78.5,12.4,19.2,0,,0,18.98,4.74
140,223.1,-58.8,5.39,20.0,16.0,14.5,17.5,N-S,16.4,38.2,13.2,16.9,184.5,16.1,70.3,12.2,18.6,0,,0,25.55,8.0
141,219.1,-59.9,5.68,16.0,20.0,12.6,17.5,E-W,17.6,39.6,14.0,17.9,188.9,16.7,68.6,12.6,20.8,0,,0,18.28,0.83
142,218.8,-60.3,5.31,20.0,16.0,13.7,17.2,N-S,21.5,39.1,13.7,16.6,188.9,18.6,73.7,12.9,21.3,0,,0,18.75,1.53
143,220.0,-58.1,5.36,20.0,16.0,10.9,14.3,E-W,16.8,39.6,13.6,18.0,186.6,19.8,62.5,12.3,20.4,0,,0,19.92,5.65
144,218.0,-58.4,5.66,16.0,20.0,14.8,18.7,N-S,18.0,38.1,13.2,16.8,183.6,17.2,64.1,11.0,18.0,0,,1,17.58,-1.15
145,223.1,-58.8,5.56,16.0,20.0,15.6,19.8,N-S,21.4,39.7,13.3,19.3,183.9,19.8,67.5,13.3,18.3,0,,0,23.91,4.11
146,218.8,-58.4,5.41,16.0,20.0,13.2,17.4,N-S,19.4,40.3,13.4,15.9,187.6,18.3,74.0,11.2,18.8,0,,1,16.88,-0.54
147,218.1,-60.2,5.25,20.0,16.0,13.9,18.5,N-S,19.2,39.6,13.7,18.2,185.4,17.3,73.3,12.4,20.0,0,,0,19.22,0.68
148,218.7,-58.5,5.28,20.0,16.0,12.3,16.2,N-S,21.0,40.8,12.9,18.2,188.3,16.7,73.0,13.7,18.7,0,,0,17.34,1.16
149,220.9,-59.4,5.17,20.0,16.0,15.4,18.5,E-W,16.6,35.6,12.3,18.4,188.9,18.4,77.5,11.9,20.3,0,,0,22.27,3.8
150,223.9,-59.8,5.05,16.0,20.0,15.1,19.1,E-W,16.2,38.2,13.2,17.8,185.2,18.2,68.0,12.3,18.8,0,,0,19.45,0.35
151,223.4,-57.6,5.34,20.0,16.0,13.4,18.3,N-S,18.5,39.4,13.1,17.9,189.1,16.7,62.0,12.0,19.2,0,,0,19.92,1.6
152,218.6,-59.4,5.45,20.0,16.0,10.8,14.4,N-S,16.7,37.3,14.1,16.5,184.8,19.9,63.5,11.5,19.1,0,,0,20.16,5.8
153,221.4,-60.3,5.23,20.0,16.0,13.7,18.2,N-S,18.3,36.0,14.3,17.0,186.9,17.4,69.9,12.2,20.8,0,,0,21.56,3.39
154,222.2,-60.0,5.59,16.0,20.0,16.9,19.9,N-S,21.9,39.4,13.3,17.2,188.3,18.5,65.1,13.1,18.2,0,,1,17.34,-2.6
155,218.3,-59.8,5.4,16.0,20.0,16.0,19.1,E-W,19.2,38.2,13.5,17.1,185.0,16.8,63.7,12.4,17.9,0,,1,17.58,-1.5
156,220.1,-59.4,5.38,16.0,20.0,11.5,15.0,E-W,17.0,35.7,13.3,17.0,186.6,16.6,76.5,11.7,20.8,0,,0,18.75,3.75
157,220.5,-59.5,5.11,16.0,20.0,13.7,17.2,N-S,17.0,40.5,13.8,17.5,188.6,16.6,64.8,12.1,18.5,0,,0,17.81,0.58
158,220.5,-60.0,5.57,20.0,16.0,11.2,14.7,N-S,18.4,36.9,14.1,18.5,188.9,18.5,64.9,12.1,18.8,0,,0,21.8,7.06
