draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
300,229.5,-59.8,3.09,16.0,20.0,14.8,17.9,N-S,16.1,39.3,12.7,15.8,184.1,17.6,67.0,13.0,20.4,0,,0,29.3,11.39
301,226.1,-60.9,3.71,20.0,16.0,11.5,15.0,E-W,17.1,40.4,14.1,18.4,187.3,18.2,78.7,11.6,19.3,0,,0,21.09,6.07
302,226.1,-60.7,3.34,16.0,20.0,12.5,16.6,E-W,18.8,39.0,14.1,16.1,186.3,19.1,73.8,10.7,19.3,0,,0,19.69,3.12
303,229.8,-58.7,2.83,20.0,16.0,10.9,15.1,N-S,20.5,40.6,12.7,16.1,188.7,18.8,66.3,13.2,20.5,0,,0,31.88,16.76
304,217.1,-59.7,2.8,16.0,20.0,11.3,15.2,E-W,20.5,39.5,14.0,17.5,187.6,16.3,63.5,12.6,18.8,0,,0,18.98,3.82
305,223.3,-60.6,2.55,16.0,20.0,12.2,16.0,E-W,16.5,37.1,13.5,16.8,188.4,17.7,63.9,11.6,20.3,0,,0,20.39,4.44
306,222.7,-58.5,2.82,20.0,16.0,13.9,18.9,N-S,18.7,36.9,13.1,17.1,187.6,17.2,73.8,11.9,17.9,0,,0,21.56,2.67
307,218.5,-57.3,3.14,20.0,16.0,13.9,17.7,E-W,21.4,35.8,13.6,17.6,184.6,19.2,64.0,13.2,19.3,0,,0,21.8,4.13
308,217.2,-60.5,3.12,16.0,20.0,15.1,19.1,E-W,17.5,38.9,12.6,17.0,184.8,16.1,74.4,11.2,17.4,0,,1,17.11,-2.02
309,216.6,-58.5,2.83,16.0,20.0,14.4,18.0,E-W,17.2,35.2,12.5,18.1,187.7,16.2,75.8,12.8,21.0,0,,0,18.98,1.01
310,227.7,-59.8,3.6,20.0,16.0,10.7,15.6,N-S,19.4,35.5,14.2,16.9,188.5,19.6,74.7,11.1,20.9,0,,0,23.2,7.55
311,232.4,-59.3,3.16,20.0,16.0,12.5,17.4,N-S,18.5,37.9,12.7,17.4,186.9,17.5,73.6,12.8,19.0,0,,0,34.22,16.84
312,216.5,-58.7,3.69,20.0,16.0,13.0,17.8,N-S,17.5,40.9,13.2,17.4,185.8,18.1,71.8,13.5,18.2,0,,0,17.81,0.02
313,215.0,-60.1,3.37,16.0,20.0,12.2,15.6,N-S,16.4,37.1,13.3,18.8,183.6,18.6,65.4,13.8,19.4,0,,0,18.75,3.15
314,209.2,-57.4,3.09,20.0,16.0,10.6,14.1,N-S,21.9,37.5,12.9,18.5,184.1,18.7,69.4,11.0,20.7,0,,0,18.98,4.93
315,219.9,-60.0,3.47,16.0,20.0,12.7,16.7,E-W,21.3,40.2,12.7,17.1,184.1,17.8,62.0,14.4,21.4,1,9.53,0,16.88,0.16
316,232.5,-56.9,2.57,16.0,20.0,13.3,17.4,N-S,20.4,36.2,13.2,17.4,188.0,16.9,70.8,12.4,21.0,0,,0,29.53,12.1
