draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
205,163.3,-57.5,3.35,16.0,20.0,13.7,16.7,E-W,17.4,36.0,12.7,16.6,188.2,19.9,63.6,12.0,19.2,1,5.94,1,6.09,-10.64
206,177.1,-52.9,2.78,16.0,20.0,11.5,15.8,N-S,17.5,39.2,13.7,18.9,184.3,19.9,69.8,11.5,19.1,1,5.31,1,5.39,-10.4
207,173.5,-58.9,3.33,20.0,16.0,11.7,15.0,N-S,17.0,39.4,13.1,18.6,188.2,16.1,62.9,11.0,17.1,1,7.5,1,8.44,-6.6
208,179.8,-58.0,3.74,20.0,16.0,15.9,19.2,E-W,22.0,39.1,12.6,18.6,184.7,16.9,73.9,12.0,18.1,1,3.75,1,3.75,-15.42
209,175.0,-55.8,3.11,16.0,20.0,13.8,18.3,N-S,17.7,37.0,13.6,17.8,187.2,16.4,75.0,13.1,19.2,1,6.09,1,6.09,-12.2
210,170.3,-57.1,3.06,16.0,20.0,16.2,19.6,E-W,19.2,38.3,12.7,17.6,184.8,19.4,73.4,11.1,18.2,1,7.03,1,7.27,-12.36
211,163.5,-56.0,3.01,20.0,16.0,14.0,18.7,N-S,16.7,37.1,13.4,17.6,188.0,16.8,68.3,13.7,18.7,1,6.25,1,6.33,-12.35
212,177.4,-53.9,3.15,20.0,16.0,15.0,19.5,N-S,20.5,38.3,13.5,17.9,188.9,19.2,64.4,12.3,19.5,1,3.91,1,3.98,-15.52
213,159.2,-55.9,2.89,16.0,20.0,15.0,19.5,N-S,19.1,37.0,14.1,17.3,187.7,16.2,72.7,12.5,18.9,1,5.94,1,5.86,-13.63
214,169.3,-59.1,2.97,20.0,16.0,11.4,16.3,N-S,17.5,38.9,14.1,19.2,187.1,16.2,79.8,13.1,19.9,1,3.91,1,3.98,-12.27
215,170.9,-51.3,2.64,20.0,16.0,15.7,19.7,N-S,16.5,38.8,13.4,18.1,185.1,17.7,63.1,11.4,19.7,1,5.62,1,5.86,-13.85
216,165.6,-58.1,3.71,20.0,16.0,11.3,15.4,N-S,20.2,38.3,13.5,19.0,185.4,18.7,61.4,11.6,18.7,1,5.16,1,5.16,-10.22
217,161.0,-57.9,2.53,20.0,16.0,14.4,17.5,N-S,18.3,40.0,13.7,16.0,184.5,16.0,63.0,13.1,21.5,1,7.03,1,7.03,-10.5
218,161.4,-51.4,2.96,16.0,20.0,11.8,14.9,N-S,19.2,37.9,14.7,19.0,189.2,16.2,70.3,14.4,19.4,1,4.06,1,3.98,-10.92
219,166.7,-50.0,2.82,20.0,16.0,14.5,18.5,N-S,17.6,37.5,13.5,17.0,185.3,17.5,76.4,12.5,20.9,1,5.0,1,5.16,-13.37
