draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
191,219.0,-58.1,3.03,16.0,20.0,11.6,15.6,E-W,16.8,39.8,12.7,16.5,188.1,17.4,75.2,12.3,17.6,1,8.12,0,16.88,1.23
192,223.8,-58.5,2.58,20.0,16.0,12.1,15.6,E-W,17.3,38.9,12.9,16.6,187.8,17.8,73.4,12.8,18.8,0,,0,20.62,4.98
193,222.4,-60.0,3.49,16.0,20.0,11.0,15.0,N-S,19.5,39.0,13.5,15.7,188.7,19.3,73.8,12.1,17.7,0,,0,18.52,3.51
194,221.8,-60.2,3.53,20.0,16.0,16.5,19.7,E-W,19.9,36.4,12.9,16.3,186.9,19.8,60.1,12.3,21.2,0,,0,20.39,0.68
195,219.3,-57.9,3.35,16.0,20.0,11.7,16.2,E-W,20.7,38.3,13.9,16.0,188.5,19.9,61.1,11.5,17.3,0,,0,19.22,3.06
196,223.7,-60.3,3.04,16.0,20.0,12.6,16.0,N-S,16.7,38.8,13.4,17.4,183.6,17.6,77.3,13.6,18.9,0,,0,30.0,13.96
197,221.3,-60.3,2.75,16.0,20.0,10.2,15.1,E-W,17.6,36.2,12.9,18.8,185.5,19.3,74.0,12.2,20.6,0,,0,21.09,6.03
198,219.3,-57.7,3.43,16.0,20.0,11.8,15.0,E-W,19.6,40.7,14.1,18.5,188.7,18.7,72.6,13.1,20.6,1,11.25,1,11.25,-3.76
199,223.4,-58.4,3.71,16.0,20.0,15.5,18.9,E-W,16.1,36.6,13.8,17.7,184.1,19.4,68.4,12.4,16.9,0,,0,21.8,2.92
200,221.2,-57.6,3.22,20.0,16.0,12.4,16.1,E-W,21.6,36.8,14.4,18.0,185.7,18.5,69.0,12.5,19.1,0,,0,22.5,6.42
201,223.8,-59.4,2.92,16.0,20.0,13.1,17.0,N-S,16.5,41.1,14.4,18.2,184.4,17.7,77.4,12.9,20.1,0,,0,27.89,10.9
202,221.6,-57.8,3.65,20.0,16.0,16.4,19.6,N-S,17.7,38.2,13.3,17.7,188.1,19.1,62.5,12.4,20.0,0,,0,21.09,1.51
203,222.6,-59.7,3.1,20.0,16.0,14.4,17.7,E-W,17.5,38.9,13.1,16.9,183.5,19.7,73.7,13.1,20.7,0,,0,28.36,10.61
204,221.5,-60.1,2.69,16.0,20.0,15.4,19.7,E-W,17.8,38.6,13.9,17.9,187.9,19.1,70.1,12.5,18.7,0,,0,19.92,0.21
